,ESR1,PGR,GATA3,FOXA1,MKI67,PCNA,TOP2A,CCND1,MYC,BRCA2,GATA3,MAP3K1,PIK3CA,AKT1,MTOR,KRT8,KRT18,KRT19,EPCAM,KRT5,KRT14,EGFR,COL1A1,COL3A1,ACTA2,FAP,VIM,CD3D,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,VEGFA,CA9
SPOT_05_29,19.0,8.0,18.0,37.0,14.0,4.0,8.0,11.0,11.0,5.0,27.0,16.0,3.0,18.0,16.0,45.0,31.0,15.0,9.0,0.0,0.0,0.0,21.0,4.0,4.0,5.0,3.0,8.0,6.0,2.0,3.0,5.0,1.0,17.0,5.0,1.0
SPOT_06_00,18.0,8.0,30.0,35.0,8.0,6.0,27.0,8.0,2.0,7.0,8.0,5.0,11.0,14.0,6.0,7.0,14.0,20.0,34.0,0.0,0.0,1.0,5.0,30.0,4.0,14.0,4.0,5.0,3.0,9.0,2.0,8.0,5.0,21.0,8.0,20.0
SPOT_06_01,3.0,10.0,8.0,13.0,6.0,7.0,2.0,19.0,9.0,7.0,31.0,2.0,9.0,6.0,5.0,15.0,17.0,6.0,6.0,2.0,1.0,2.0,56.0,12.0,11.0,2.0,10.0,9.0,1.0,4.0,5.0,4.0,2.0,36.0,11.0,7.0
SPOT_06_02,3.0,3.0,4.0,5.0,5.0,4.0,3.0,6.0,9.0,6.0,19.0,4.0,15.0,3.0,15.0,21.0,23.0,10.0,7.0,0.0,0.0,1.0,10.0,12.0,11.0,8.0,10.0,10.0,5.0,3.0,14.0,3.0,2.0,13.0,24.0,19.0
SPOT_06_03,17.0,17.0,23.0,15.0,12.0,1.0,2.0,2.0,6.0,18.0,5.0,4.0,37.0,13.0,9.0,41.0,16.0,4.0,10.0,2.0,0.0,0.0,13.0,9.0,6.0,6.0,10.0,5.0,3.0,2.0,0.0,13.0,3.0,35.0,4.0,1.0
SPOT_06_04,16.0,14.0,16.0,1.0,5.0,6.0,7.0,8.0,5.0,3.0,17.0,1.0,4.0,4.0,3.0,14.0,18.0,12.0,33.0,2.0,0.0,2.0,12.0,5.0,6.0,4.0,8.0,4.0,3.0,4.0,2.0,2.0,2.0,12.0,18.0,3.0
SPOT_06_05,11.0,11.0,60.0,81.0,45.0,18.0,9.0,75.0,15.0,14.0,40.0,50.0,40.0,44.0,59.0,10.0,61.0,49.0,46.0,2.0,2.0,4.0,83.0,48.0,28.0,17.0,31.0,81.0,123.0,116.0,206.0,295.0,120.0,20.0,23.0,30.0
SPOT_06_06,12.0,17.0,78.0,37.0,12.0,35.0,11.0,22.0,24.0,6.0,57.0,29.0,20.0,70.0,37.0,19.0,106.0,86.0,41.0,6.0,4.0,2.0,25.0,31.0,42.0,45.0,21.0,858.0,109.0,457.0,117.0,364.0,474.0,36.0,28.0,20.0
SPOT_06_07,16.0,9.0,38.0,30.0,17.0,19.0,29.0,39.0,27.0,16.0,70.0,48.0,43.0,9.0,32.0,14.0,47.0,204.0,80.0,3.0,2.0,6.0,134.0,23.0,54.0,23.0,75.0,223.0,108.0,370.0,133.0,170.0,403.0,16.0,29.0,20.0
SPOT_06_08,16.0,4.0,25.0,78.0,28.0,72.0,7.0,72.0,14.0,28.0,152.0,26.0,17.0,28.0,29.0,15.0,76.0,42.0,78.0,3.0,6.0,4.0,155.0,57.0,16.0,26.0,69.0,38.0,60.0,122.0,44.0,180.0,51.0,68.0,24.0,48.0
SPOT_06_09,17.0,4.0,136.0,23.0,12.0,21.0,9.0,40.0,17.0,16.0,18.0,20.0,169.0,27.0,31.0,12.0,15.0,59.0,16.0,5.0,4.0,4.0,233.0,829.0,339.0,101.0,552.0,42.0,13.0,9.0,9.0,22.0,43.0,13.0,25.0,10.0
SPOT_06_10,24.0,4.0,83.0,38.0,18.0,19.0,37.0,10.0,15.0,20.0,96.0,23.0,50.0,26.0,13.0,8.0,27.0,24.0,69.0,3.0,1.0,2.0,1121.0,1031.0,475.0,64.0,209.0,14.0,7.0,12.0,61.0,21.0,7.0,32.0,16.0,5.0
SPOT_06_11,222.0,155.0,218.0,73.0,185.0,14.0,59.0,35.0,52.0,24.0,181.0,34.0,69.0,106.0,136.0,315.0,196.0,92.0,93.0,8.0,3.0,14.0,103.0,311.0,74.0,548.0,213.0,69.0,51.0,51.0,26.0,62.0,92.0,41.0,142.0,28.0
SPOT_06_12,127.0,34.0,181.0,95.0,44.0,43.0,135.0,205.0,36.0,64.0,141.0,48.0,84.0,55.0,32.0,176.0,117.0,461.0,266.0,19.0,6.0,33.0,41.0,157.0,306.0,76.0,80.0,127.0,301.0,35.0,24.0,27.0,99.0,46.0,167.0,38.0
SPOT_06_13,111.0,82.0,105.0,62.0,24.0,54.0,24.0,55.0,81.0,38.0,105.0,67.0,77.0,56.0,91.0,56.0,182.0,81.0,110.0,13.0,5.0,9.0,78.0,68.0,232.0,117.0,231.0,58.0,63.0,65.0,69.0,55.0,42.0,73.0,17.0,51.0
SPOT_06_14,87.0,289.0,197.0,41.0,114.0,141.0,35.0,71.0,98.0,107.0,197.0,48.0,81.0,94.0,218.0,200.0,134.0,68.0,116.0,26.0,11.0,12.0,42.0,41.0,81.0,248.0,318.0,19.0,87.0,24.0,34.0,73.0,28.0,32.0,128.0,96.0
SPOT_06_15,47.0,73.0,217.0,104.0,139.0,25.0,52.0,37.0,72.0,66.0,63.0,112.0,107.0,66.0,28.0,347.0,124.0,142.0,133.0,18.0,9.0,3.0,154.0,264.0,483.0,99.0,119.0,435.0,173.0,166.0,68.0,35.0,11.0,43.0,124.0,43.0
SPOT_06_16,256.0,38.0,253.0,75.0,66.0,72.0,31.0,85.0,31.0,37.0,81.0,34.0,139.0,68.0,106.0,162.0,60.0,66.0,78.0,9.0,4.0,14.0,118.0,109.0,481.0,105.0,125.0,32.0,104.0,23.0,14.0,53.0,68.0,52.0,638.0,74.0
SPOT_06_17,34.0,162.0,139.0,96.0,72.0,72.0,49.0,21.0,60.0,30.0,116.0,57.0,47.0,132.0,54.0,105.0,157.0,115.0,231.0,11.0,10.0,6.0,167.0,56.0,228.0,93.0,114.0,263.0,76.0,181.0,53.0,194.0,52.0,50.0,69.0,37.0
SPOT_06_18,214.0,53.0,86.0,124.0,20.0,140.0,31.0,86.0,37.0,54.0,85.0,31.0,154.0,41.0,63.0,181.0,205.0,194.0,119.0,5.0,6.0,8.0,111.0,292.0,35.0,124.0,153.0,63.0,70.0,30.0,64.0,42.0,67.0,214.0,64.0,64.0
SPOT_06_19,235.0,93.0,83.0,27.0,50.0,60.0,24.0,75.0,32.0,115.0,101.0,58.0,63.0,59.0,100.0,239.0,121.0,83.0,184.0,8.0,7.0,4.0,65.0,366.0,132.0,957.0,80.0,146.0,49.0,126.0,38.0,64.0,87.0,36.0,68.0,62.0
SPOT_06_20,13.0,31.0,24.0,25.0,26.0,35.0,22.0,100.0,23.0,8.0,30.0,19.0,58.0,38.0,43.0,15.0,9.0,45.0,25.0,5.0,4.0,5.0,1131.0,94.0,183.0,581.0,247.0,9.0,11.0,23.0,16.0,32.0,38.0,22.0,59.0,16.0
SPOT_06_21,15.0,6.0,37.0,41.0,24.0,35.0,18.0,41.0,16.0,35.0,130.0,29.0,20.0,13.0,30.0,21.0,95.0,71.0,159.0,16.0,2.0,6.0,147.0,35.0,13.0,39.0,7.0,82.0,193.0,109.0,173.0,320.0,73.0,83.0,135.0,8.0
SPOT_06_22,42.0,3.0,36.0,120.0,37.0,13.0,17.0,20.0,42.0,14.0,33.0,18.0,23.0,36.0,19.0,25.0,13.0,102.0,82.0,1.0,3.0,5.0,793.0,479.0,510.0,338.0,178.0,25.0,9.0,14.0,5.0,60.0,15.0,44.0,29.0,15.0
SPOT_06_23,29.0,4.0,45.0,35.0,7.0,13.0,19.0,50.0,20.0,51.0,66.0,19.0,15.0,30.0,11.0,20.0,15.0,53.0,38.0,2.0,2.0,3.0,388.0,373.0,824.0,379.0,447.0,20.0,11.0,8.0,4.0,13.0,8.0,41.0,124.0,29.0
SPOT_06_24,12.0,3.0,119.0,69.0,14.0,11.0,27.0,26.0,53.0,24.0,64.0,45.0,25.0,49.0,52.0,19.0,83.0,46.0,165.0,12.0,1.0,6.0,89.0,25.0,111.0,12.0,29.0,159.0,251.0,160.0,786.0,53.0,278.0,22.0,30.0,25.0
SPOT_06_25,3.0,17.0,34.0,34.0,25.0,41.0,23.0,21.0,9.0,34.0,31.0,10.0,29.0,15.0,14.0,10.0,7.0,63.0,63.0,4.0,3.0,10.0,393.0,164.0,231.0,335.0,137.0,11.0,8.0,26.0,10.0,30.0,8.0,10.0,45.0,166.0
SPOT_06_26,18.0,5.0,54.0,20.0,7.0,10.0,1.0,5.0,3.0,5.0,7.0,5.0,15.0,4.0,9.0,19.0,10.0,11.0,12.0,1.0,0.0,1.0,11.0,9.0,39.0,4.0,13.0,0.0,3.0,11.0,3.0,2.0,7.0,8.0,12.0,6.0
SPOT_06_27,12.0,5.0,51.0,10.0,10.0,16.0,5.0,12.0,7.0,1.0,15.0,8.0,5.0,5.0,4.0,9.0,12.0,6.0,12.0,0.0,0.0,1.0,26.0,20.0,10.0,10.0,18.0,4.0,1.0,2.0,1.0,6.0,1.0,7.0,15.0,5.0
SPOT_06_28,19.0,14.0,9.0,8.0,13.0,7.0,2.0,4.0,4.0,7.0,9.0,5.0,3.0,3.0,5.0,5.0,11.0,6.0,9.0,1.0,0.0,2.0,6.0,23.0,15.0,9.0,11.0,7.0,3.0,3.0,4.0,8.0,9.0,1.0,9.0,18.0
SPOT_06_29,6.0,15.0,33.0,22.0,5.0,5.0,1.0,6.0,33.0,4.0,46.0,3.0,3.0,4.0,3.0,12.0,37.0,30.0,26.0,1.0,0.0,2.0,11.0,3.0,17.0,6.0,18.0,10.0,3.0,6.0,1.0,6.0,5.0,6.0,5.0,12.0
SPOT_07_00,13.0,10.0,7.0,20.0,3.0,11.0,3.0,13.0,5.0,6.0,27.0,4.0,4.0,5.0,3.0,27.0,18.0,21.0,16.0,0.0,0.0,4.0,4.0,2.0,8.0,5.0,9.0,17.0,6.0,7.0,4.0,5.0,12.0,13.0,12.0,3.0
SPOT_07_01,22.0,16.0,17.0,7.0,10.0,6.0,4.0,13.0,14.0,3.0,26.0,9.0,6.0,15.0,17.0,13.0,34.0,16.0,28.0,1.0,1.0,1.0,12.0,25.0,4.0,9.0,9.0,4.0,5.0,1.0,4.0,2.0,4.0,5.0,6.0,5.0
SPOT_07_02,20.0,14.0,15.0,12.0,10.0,9.0,4.0,22.0,6.0,4.0,8.0,3.0,19.0,8.0,7.0,16.0,25.0,10.0,22.0,0.0,0.0,1.0,69.0,17.0,5.0,6.0,17.0,16.0,2.0,2.0,2.0,5.0,2.0,10.0,10.0,7.0
SPOT_07_03,79.0,10.0,16.0,3.0,14.0,1.0,4.0,10.0,10.0,13.0,7.0,2.0,35.0,5.0,2.0,16.0,13.0,8.0,6.0,0.0,1.0,5.0,35.0,7.0,6.0,4.0,8.0,2.0,4.0,4.0,1.0,20.0,8.0,7.0,2.0,2.0
SPOT_07_04,14.0,18.0,43.0,73.0,9.0,14.0,19.0,96.0,15.0,7.0,39.0,6.0,61.0,63.0,121.0,16.0,112.0,27.0,35.0,8.0,3.0,3.0,21.0,28.0,75.0,22.0,21.0,141.0,121.0,48.0,43.0,616.0,259.0,49.0,73.0,14.0
SPOT_07_05,8.0,26.0,121.0,54.0,21.0,69.0,8.0,52.0,19.0,15.0,126.0,4.0,118.0,31.0,12.0,30.0,28.0,26.0,35.0,3.0,2.0,2.0,164.0,333.0,302.0,282.0,368.0,4.0,21.0,6.0,12.0,19.0,31.0,20.0,49.0,20.0
SPOT_07_06,20.0,9.0,35.0,35.0,43.0,42.0,42.0,29.0,71.0,50.0,121.0,28.0,97.0,35.0,19.0,31.0,123.0,15.0,62.0,9.0,1.0,8.0,30.0,65.0,83.0,44.0,45.0,411.0,19.0,139.0,107.0,352.0,158.0,131.0,47.0,6.0
SPOT_07_07,17.0,20.0,82.0,33.0,20.0,56.0,24.0,47.0,19.0,10.0,31.0,8.0,45.0,111.0,65.0,29.0,13.0,62.0,41.0,3.0,4.0,7.0,470.0,691.0,244.0,244.0,760.0,26.0,7.0,18.0,19.0,56.0,74.0,91.0,102.0,7.0
SPOT_07_08,23.0,6.0,47.0,14.0,31.0,20.0,18.0,16.0,8.0,34.0,65.0,14.0,93.0,33.0,5.0,26.0,31.0,18.0,61.0,7.0,4.0,23.0,984.0,404.0,449.0,179.0,658.0,5.0,10.0,12.0,4.0,42.0,13.0,59.0,51.0,10.0
SPOT_07_09,29.0,8.0,38.0,158.0,29.0,65.0,22.0,16.0,31.0,18.0,146.0,13.0,186.0,37.0,19.0,30.0,74.0,31.0,74.0,5.0,3.0,9.0,24.0,17.0,43.0,30.0,51.0,142.0,169.0,238.0,98.0,221.0,452.0,120.0,54.0,74.0
SPOT_07_10,115.0,112.0,151.0,66.0,79.0,252.0,47.0,60.0,97.0,20.0,214.0,29.0,57.0,25.0,51.0,275.0,188.0,186.0,70.0,33.0,6.0,15.0,76.0,45.0,53.0,292.0,76.0,129.0,75.0,489.0,13.0,64.0,23.0,44.0,91.0,30.0
SPOT_07_11,78.0,128.0,145.0,82.0,127.0,46.0,38.0,49.0,268.0,38.0,151.0,32.0,24.0,23.0,37.0,162.0,590.0,87.0,64.0,7.0,6.0,6.0,59.0,66.0,327.0,216.0,318.0,77.0,57.0,148.0,31.0,31.0,100.0,47.0,104.0,29.0
SPOT_07_12,60.0,88.0,123.0,48.0,101.0,13.0,95.0,19.0,18.0,31.0,276.0,31.0,154.0,39.0,65.0,137.0,52.0,127.0,139.0,10.0,9.0,18.0,100.0,38.0,122.0,134.0,123.0,143.0,208.0,35.0,71.0,73.0,163.0,90.0,21.0,10.0
SPOT_07_13,82.0,49.0,130.0,104.0,113.0,115.0,57.0,57.0,78.0,60.0,495.0,28.0,191.0,65.0,39.0,125.0,244.0,80.0,111.0,8.0,7.0,33.0,81.0,63.0,227.0,213.0,203.0,43.0,129.0,74.0,6.0,69.0,354.0,42.0,62.0,17.0
SPOT_07_14,108.0,211.0,485.0,235.0,64.0,118.0,61.0,144.0,32.0,75.0,79.0,54.0,56.0,33.0,19.0,89.0,140.0,135.0,150.0,14.0,6.0,22.0,271.0,164.0,157.0,166.0,66.0,226.0,30.0,54.0,23.0,47.0,58.0,73.0,55.0,25.0
SPOT_07_15,172.0,149.0,224.0,97.0,36.0,75.0,30.0,62.0,64.0,87.0,154.0,52.0,29.0,83.0,71.0,119.0,338.0,73.0,71.0,12.0,11.0,14.0,21.0,39.0,1120.0,233.0,121.0,41.0,90.0,56.0,14.0,17.0,103.0,203.0,143.0,104.0
SPOT_07_16,110.0,139.0,98.0,112.0,123.0,30.0,15.0,63.0,90.0,96.0,97.0,90.0,130.0,96.0,48.0,251.0,92.0,60.0,90.0,16.0,9.0,7.0,176.0,46.0,83.0,411.0,189.0,102.0,56.0,82.0,11.0,66.0,60.0,51.0,13.0,64.0
SPOT_07_17,171.0,85.0,119.0,64.0,60.0,20.0,35.0,48.0,41.0,117.0,134.0,57.0,39.0,127.0,61.0,95.0,179.0,223.0,181.0,9.0,9.0,13.0,115.0,76.0,103.0,82.0,182.0,68.0,37.0,56.0,30.0,57.0,85.0,41.0,229.0,52.0
SPOT_07_18,261.0,116.0,78.0,64.0,53.0,95.0,72.0,58.0,34.0,41.0,162.0,25.0,49.0,110.0,30.0,183.0,80.0,66.0,91.0,4.0,8.0,8.0,27.0,53.0,80.0,92.0,287.0,84.0,142.0,11.0,5.0,57.0,76.0,109.0,92.0,43.0
SPOT_07_19,97.0,20.0,165.0,71.0,52.0,34.0,25.0,42.0,38.0,91.0,140.0,38.0,185.0,323.0,59.0,102.0,125.0,117.0,141.0,6.0,11.0,10.0,129.0,45.0,311.0,71.0,136.0,111.0,112.0,53.0,6.0,179.0,29.0,91.0,157.0,56.0
SPOT_07_20,71.0,271.0,140.0,117.0,59.0,122.0,30.0,38.0,40.0,81.0,222.0,31.0,50.0,199.0,65.0,238.0,276.0,71.0,164.0,11.0,3.0,17.0,110.0,120.0,205.0,184.0,42.0,113.0,190.0,220.0,62.0,13.0,12.0,37.0,146.0,27.0
SPOT_07_21,8.0,8.0,149.0,12.0,37.0,35.0,18.0,21.0,19.0,13.0,70.0,6.0,12.0,30.0,22.0,9.0,33.0,68.0,95.0,4.0,4.0,5.0,42.0,63.0,72.0,31.0,46.0,36.0,80.0,103.0,184.0,444.0,67.0,58.0,66.0,15.0
SPOT_07_22,11.0,15.0,53.0,19.0,30.0,17.0,21.0,38.0,5.0,15.0,116.0,22.0,12.0,24.0,41.0,18.0,32.0,38.0,62.0,6.0,2.0,11.0,1027.0,710.0,476.0,61.0,268.0,25.0,14.0,19.0,8.0,31.0,30.0,42.0,37.0,29.0
SPOT_07_23,5.0,5.0,30.0,32.0,30.0,19.0,13.0,45.0,8.0,33.0,157.0,21.0,14.0,27.0,22.0,36.0,14.0,132.0,28.0,3.0,2.0,3.0,636.0,609.0,124.0,286.0,156.0,33.0,9.0,13.0,9.0,19.0,11.0,29.0,25.0,42.0
SPOT_07_24,11.0,3.0,67.0,9.0,30.0,28.0,29.0,166.0,15.0,23.0,213.0,12.0,12.0,32.0,19.0,17.0,37.0,67.0,138.0,5.0,2.0,2.0,43.0,80.0,50.0,36.0,50.0,212.0,213.0,149.0,229.0,339.0,221.0,6.0,46.0,32.0
SPOT_07_25,6.0,9.0,88.0,29.0,78.0,71.0,11.0,24.0,24.0,16.0,66.0,13.0,58.0,46.0,19.0,17.0,111.0,111.0,35.0,3.0,3.0,3.0,38.0,52.0,50.0,28.0,18.0,57.0,242.0,110.0,276.0,241.0,135.0,129.0,15.0,28.0
SPOT_07_26,25.0,14.0,174.0,15.0,103.0,13.0,28.0,76.0,47.0,35.0,62.0,28.0,58.0,52.0,8.0,15.0,162.0,153.0,101.0,5.0,2.0,5.0,139.0,40.0,63.0,19.0,66.0,354.0,94.0,203.0,213.0,46.0,225.0,119.0,16.0,23.0
SPOT_07_27,7.0,18.0,30.0,7.0,6.0,4.0,1.0,12.0,5.0,11.0,12.0,6.0,2.0,7.0,6.0,36.0,39.0,10.0,6.0,3.0,1.0,2.0,18.0,2.0,2.0,3.0,6.0,2.0,3.0,7.0,8.0,9.0,6.0,12.0,6.0,1.0
SPOT_07_28,56.0,20.0,6.0,22.0,3.0,8.0,6.0,9.0,7.0,3.0,36.0,3.0,8.0,37.0,7.0,19.0,26.0,11.0,11.0,0.0,0.0,4.0,13.0,6.0,24.0,8.0,14.0,4.0,10.0,2.0,3.0,1.0,4.0,7.0,8.0,14.0
SPOT_07_29,15.0,52.0,12.0,7.0,9.0,6.0,13.0,21.0,4.0,2.0,19.0,6.0,7.0,7.0,9.0,8.0,18.0,11.0,9.0,0.0,0.0,0.0,34.0,7.0,17.0,6.0,19.0,1.0,1.0,7.0,3.0,5.0,1.0,8.0,46.0,3.0
SPOT_08_00,8.0,9.0,14.0,26.0,2.0,5.0,10.0,9.0,7.0,7.0,19.0,8.0,5.0,14.0,7.0,39.0,29.0,24.0,21.0,0.0,0.0,3.0,5.0,17.0,3.0,7.0,4.0,9.0,3.0,3.0,2.0,2.0,0.0,3.0,24.0,10.0
SPOT_08_01,19.0,19.0,18.0,5.0,8.0,8.0,7.0,5.0,5.0,4.0,12.0,4.0,2.0,11.0,9.0,7.0,22.0,14.0,8.0,0.0,0.0,1.0,13.0,9.0,14.0,7.0,11.0,3.0,6.0,3.0,3.0,4.0,1.0,14.0,10.0,8.0
SPOT_08_02,16.0,31.0,26.0,7.0,5.0,7.0,4.0,3.0,4.0,3.0,24.0,2.0,12.0,4.0,2.0,19.0,29.0,13.0,10.0,1.0,0.0,0.0,15.0,17.0,5.0,15.0,4.0,2.0,2.0,3.0,1.0,9.0,6.0,9.0,6.0,12.0
SPOT_08_03,11.0,15.0,75.0,82.0,22.0,31.0,7.0,105.0,33.0,19.0,70.0,18.0,94.0,28.0,10.0,19.0,39.0,133.0,52.0,3.0,3.0,4.0,55.0,37.0,33.0,32.0,34.0,144.0,50.0,288.0,55.0,311.0,647.0,35.0,90.0,11.0
SPOT_08_04,35.0,4.0,30.0,34.0,26.0,20.0,5.0,21.0,14.0,11.0,50.0,6.0,37.0,40.0,28.0,27.0,20.0,43.0,12.0,4.0,3.0,4.0,267.0,301.0,370.0,213.0,291.0,36.0,12.0,43.0,5.0,8.0,7.0,29.0,64.0,30.0
SPOT_08_05,10.0,19.0,44.0,68.0,26.0,4.0,14.0,64.0,17.0,19.0,120.0,5.0,43.0,23.0,22.0,61.0,12.0,65.0,75.0,3.0,1.0,6.0,293.0,1036.0,52.0,112.0,452.0,51.0,15.0,5.0,12.0,10.0,18.0,48.0,28.0,8.0
SPOT_08_06,13.0,13.0,79.0,54.0,67.0,90.0,19.0,28.0,69.0,15.0,217.0,20.0,20.0,27.0,15.0,19.0,12.0,42.0,42.0,3.0,12.0,8.0,496.0,451.0,396.0,157.0,323.0,15.0,19.0,52.0,18.0,37.0,20.0,18.0,74.0,22.0
SPOT_08_07,6.0,5.0,95.0,26.0,19.0,69.0,46.0,22.0,39.0,25.0,110.0,23.0,30.0,28.0,12.0,16.0,35.0,18.0,43.0,4.0,2.0,4.0,640.0,218.0,185.0,225.0,494.0,34.0,14.0,8.0,6.0,28.0,17.0,14.0,14.0,14.0
SPOT_08_08,197.0,32.0,151.0,72.0,49.0,45.0,38.0,155.0,153.0,87.0,98.0,75.0,144.0,30.0,24.0,355.0,116.0,188.0,88.0,7.0,9.0,11.0,285.0,77.0,122.0,99.0,116.0,71.0,159.0,38.0,16.0,43.0,40.0,43.0,114.0,37.0
SPOT_08_09,209.0,122.0,120.0,89.0,31.0,19.0,57.0,41.0,39.0,109.0,174.0,39.0,44.0,149.0,82.0,355.0,99.0,78.0,49.0,4.0,6.0,23.0,247.0,119.0,340.0,71.0,363.0,25.0,53.0,94.0,46.0,72.0,64.0,164.0,310.0,81.0
SPOT_08_10,270.0,84.0,197.0,32.0,27.0,34.0,92.0,67.0,40.0,64.0,168.0,34.0,61.0,91.0,31.0,136.0,157.0,74.0,55.0,16.0,4.0,16.0,75.0,561.0,116.0,70.0,463.0,164.0,35.0,75.0,36.0,30.0,9.0,17.0,165.0,71.0
SPOT_08_11,68.0,147.0,279.0,91.0,78.0,64.0,49.0,137.0,32.0,66.0,372.0,53.0,75.0,94.0,77.0,226.0,142.0,94.0,115.0,6.0,14.0,6.0,81.0,171.0,139.0,327.0,213.0,78.0,188.0,125.0,41.0,45.0,93.0,218.0,38.0,154.0
SPOT_08_12,229.0,121.0,119.0,36.0,40.0,31.0,66.0,48.0,67.0,88.0,227.0,46.0,155.0,43.0,16.0,167.0,113.0,67.0,45.0,7.0,11.0,23.0,87.0,117.0,413.0,141.0,119.0,68.0,158.0,61.0,48.0,75.0,34.0,84.0,57.0,24.0
SPOT_08_13,130.0,397.0,247.0,110.0,79.0,22.0,49.0,118.0,65.0,76.0,139.0,48.0,54.0,88.0,30.0,187.0,139.0,44.0,85.0,21.0,4.0,19.0,90.0,105.0,145.0,324.0,176.0,35.0,205.0,148.0,64.0,51.0,40.0,68.0,37.0,36.0
SPOT_08_14,166.0,16.0,81.0,61.0,56.0,85.0,60.0,30.0,55.0,125.0,199.0,34.0,212.0,81.0,93.0,324.0,231.0,75.0,132.0,15.0,15.0,8.0,43.0,85.0,93.0,186.0,356.0,162.0,104.0,55.0,15.0,37.0,16.0,89.0,128.0,32.0
SPOT_08_15,95.0,163.0,45.0,62.0,92.0,75.0,24.0,46.0,19.0,86.0,292.0,64.0,74.0,50.0,128.0,125.0,249.0,152.0,118.0,17.0,2.0,32.0,71.0,107.0,75.0,192.0,197.0,192.0,17.0,119.0,11.0,88.0,24.0,23.0,101.0,65.0
SPOT_08_16,126.0,104.0,140.0,75.0,88.0,102.0,49.0,71.0,45.0,54.0,114.0,62.0,124.0,75.0,111.0,84.0,149.0,81.0,90.0,6.0,3.0,16.0,35.0,85.0,95.0,43.0,324.0,74.0,91.0,53.0,30.0,46.0,69.0,16.0,76.0,19.0
SPOT_08_17,108.0,40.0,254.0,74.0,44.0,56.0,29.0,163.0,266.0,44.0,215.0,46.0,39.0,44.0,80.0,210.0,87.0,101.0,128.0,8.0,9.0,8.0,120.0,46.0,120.0,171.0,72.0,51.0,57.0,52.0,59.0,66.0,62.0,14.0,99.0,86.0
SPOT_08_18,191.0,102.0,205.0,44.0,94.0,22.0,112.0,116.0,19.0,48.0,95.0,30.0,84.0,21.0,40.0,194.0,214.0,116.0,177.0,15.0,7.0,23.0,433.0,88.0,57.0,176.0,220.0,99.0,62.0,80.0,14.0,44.0,77.0,11.0,78.0,43.0
SPOT_08_19,120.0,108.0,418.0,131.0,84.0,71.0,20.0,40.0,98.0,32.0,485.0,104.0,50.0,166.0,100.0,136.0,167.0,103.0,144.0,12.0,5.0,17.0,47.0,68.0,32.0,131.0,184.0,148.0,62.0,156.0,26.0,20.0,46.0,162.0,148.0,28.0
SPOT_08_20,71.0,93.0,136.0,270.0,159.0,55.0,46.0,130.0,42.0,30.0,84.0,34.0,120.0,22.0,75.0,247.0,107.0,146.0,154.0,9.0,19.0,11.0,28.0,84.0,202.0,127.0,131.0,44.0,31.0,54.0,19.0,34.0,42.0,126.0,33.0,25.0
SPOT_08_21,57.0,112.0,99.0,61.0,52.0,149.0,31.0,136.0,78.0,51.0,155.0,21.0,130.0,44.0,22.0,177.0,156.0,166.0,95.0,15.0,9.0,32.0,143.0,33.0,172.0,400.0,308.0,136.0,151.0,14.0,26.0,57.0,43.0,42.0,137.0,43.0
SPOT_08_22,227.0,59.0,168.0,89.0,158.0,56.0,27.0,52.0,75.0,170.0,168.0,28.0,70.0,204.0,37.0,104.0,204.0,57.0,177.0,7.0,2.0,12.0,171.0,95.0,68.0,129.0,162.0,127.0,243.0,106.0,25.0,10.0,22.0,47.0,115.0,83.0
SPOT_08_23,10.0,14.0,33.0,32.0,109.0,30.0,47.0,13.0,45.0,19.0,98.0,26.0,107.0,122.0,19.0,23.0,48.0,37.0,78.0,5.0,5.0,12.0,52.0,187.0,20.0,17.0,89.0,307.0,95.0,261.0,372.0,206.0,191.0,59.0,46.0,16.0
SPOT_08_24,10.0,2.0,160.0,40.0,31.0,54.0,15.0,36.0,84.0,13.0,119.0,29.0,80.0,43.0,21.0,14.0,50.0,59.0,83.0,6.0,6.0,4.0,75.0,63.0,20.0,50.0,34.0,308.0,122.0,110.0,62.0,208.0,131.0,15.0,12.0,35.0
SPOT_08_25,26.0,11.0,83.0,46.0,33.0,21.0,78.0,43.0,35.0,45.0,122.0,14.0,77.0,23.0,28.0,14.0,84.0,70.0,59.0,4.0,5.0,4.0,73.0,49.0,22.0,36.0,48.0,263.0,240.0,95.0,116.0,578.0,166.0,42.0,28.0,91.0
SPOT_08_26,12.0,6.0,92.0,28.0,32.0,8.0,55.0,23.0,41.0,30.0,99.0,7.0,31.0,91.0,34.0,16.0,171.0,38.0,58.0,1.0,5.0,4.0,21.0,40.0,14.0,157.0,33.0,133.0,178.0,130.0,34.0,137.0,146.0,35.0,97.0,19.0
SPOT_08_27,11.0,13.0,71.0,21.0,25.0,17.0,18.0,58.0,48.0,16.0,44.0,41.0,116.0,58.0,19.0,8.0,26.0,56.0,45.0,7.0,4.0,4.0,392.0,602.0,559.0,233.0,413.0,11.0,4.0,6.0,7.0,7.0,12.0,24.0,44.0,38.0
SPOT_08_28,6.0,6.0,9.0,13.0,2.0,7.0,5.0,13.0,19.0,6.0,5.0,3.0,9.0,22.0,3.0,33.0,18.0,15.0,29.0,2.0,0.0,1.0,8.0,10.0,13.0,10.0,7.0,13.0,8.0,3.0,2.0,12.0,2.0,12.0,3.0,4.0
